"file","bug","loc","bf","hcm"
"org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizard ",0,49,3,14.2974
"org::eclipse::pde::internal::ui::templates::ide::UniversalWelcomeTemplate ",0,91,4,5.87009
"org::eclipse::pde::internal::ui::editor::PDEProjectionSourcePage ",1,107,3,6.91542
"org::eclipse::pde::internal::core::exports::BuildUtilities ",0,10,0,1.77712
"org::eclipse::pde::internal::ui::correction::RemoveRequireBundleResolution ",0,16,1,4.47111
"org::eclipse::pde::internal::ui::commands::TagManager ",0,50,0,3.17095
"org::eclipse::pde::internal::ui::search::dependencies::PackageFinder ",0,214,2,3.12618
"org::eclipse::pde::internal::core::schema::SchemaRegistry ",0,95,9,17.4516
"org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog ",0,114,2,10.6248
"org::eclipse::pde::internal::core::text::bundle::BundleNameHeader ",0,9,0,3.30831
"org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab ",1,58,2,7.17242
"org::eclipse::pde::internal::core::exports::SiteBuildOperation ",2,29,4,5.05091
"org::eclipse::pde::internal::core::converter::PluginConverter ",1,452,4,8.61553
"org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor ",0,38,1,1.76682
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext ",0,51,1,0
"org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction ",0,21,2,12.9417
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider ",0,22,1,0
"org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation ",1,143,7,25.2449
"org::eclipse::pde::internal::ui::editor::site::FeaturesPage ",0,38,1,10.9524
"org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode ",1,3,1,4.02695
"org::eclipse::pde::internal::core::feature::FeatureInfo ",0,73,1,9.5123
"org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation ",1,412,13,26.3437
"org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation ",0,6,1,1.50465
"org::eclipse::pde::internal::core::util::HeaderMap ",0,3,1,1.77712
"org::eclipse::pde::internal::core::text::DocumentXMLNode ",0,6,1,1.77712
"org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction ",0,21,1,3.05459
"org::eclipse::ui::internal::views::log::SharedImages ",0,8,1,2.99178
"org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy ",0,50,1,4.30172
"org::eclipse::pde::internal::runtime::PDERuntimePlugin ",0,77,0,0
"org::eclipse::pde::internal::core::builders::PDEMarkerFactory ",1,6,19,12.4057
"org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution ",0,15,1,3.18664
"org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails ",0,96,4,5.02919
"org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase ",0,106,6,22.588
"org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage ",0,188,8,19.4361
"org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager ",0,10,0,4.64887
"org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget ",0,11,0,6.18007
"org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution ",0,9,1,3.18664
"org::eclipse::pde::internal::ui::editor::target::TargetInputContext ",0,49,1,4.57263
"org::eclipse::pde::internal::ui::nls::ModelChangeTable ",0,32,1,6.30121
"org::eclipse::pde::internal::ui::samples::SelectionPage ",0,53,0,1.76682
"org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage ",0,118,4,16.1061
"org::eclipse::pde::internal::core::util::CheatSheetUtil ",1,87,2,4.79899
"org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails ",0,120,3,5.02919
"org::eclipse::pde::internal::ui::refactoring::MoveFromChange ",0,24,0,5.35698
"org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog ",0,16,2,11.7134
"org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage ",2,523,35,34.5185
"org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant ",0,65,3,11.9189
"org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader ",0,23,4,9.66991
"org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML ",0,136,6,13.2632
"org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator ",0,3,2,2.5349
"org::eclipse::pde::internal::ui::launcher::BundleLauncherHelper ",1,114,7,7.25623
"org::eclipse::pde::internal::ui::wizards::templates::TemplateSelectionPage ",0,111,6,8.42705
"org::eclipse::pde::internal::ui::wizards::toc::TocOperation ",0,53,2,5.02919
"org::eclipse::pde::internal::ui::wizards::imports::PluginImportOperation ",4,876,40,37.6698
"org::eclipse::pde::internal::ui::editor::plugin::rows::ChoiceAttributeRow ",0,82,5,14.001
"org::eclipse::pde::internal::ui::launcher::BaseBlock ",1,108,2,11.1725
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpTreeSection ",0,599,2,1.38451
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAbstractAddAction ",0,15,2,3.1496
"org::eclipse::pde::internal::core::builders::PluginErrorReporter ",0,12,1,4.50833
"org::eclipse::pde::internal::ui::editor::plugin::DependenciesPage ",0,61,6,23.6028
"org::eclipse::pde::internal::ui::editor::feature::FeatureOutlinePage ",0,106,5,15.4609
"org::eclipse::pde::internal::core::product::ConfigurationFileInfo ",0,193,3,8.50408
"org::eclipse::pde::internal::ui::editor::TreeSection ",0,21,4,10.7594
"org::eclipse::pde::internal::ui::editor::schema::NewAttributeAction ",0,32,4,10.5501
"org::eclipse::pde::internal::ui::samples::SampleStandbyContent ",0,195,0,4.76964
"org::eclipse::pde::internal::ui::wizards::product::ProductIntroWizardPage ",0,162,5,12.713
"org::eclipse::pde::internal::core::target::ArgumentsInfo ",0,55,1,4.31202
"org::eclipse::pde::internal::ui::editor::contentassist::display::SingleCharReader ",0,24,1,3.19189
"org::eclipse::pde::internal::ui::tests::macro::StructuredSelectionCommand ",0,43,0,7.2787
"org::eclipse::pde::internal::core::text::bundle::RequiredExecutionEnvironmentHeader ",0,27,1,9.64564
"org::eclipse::pde::ui::launcher::EquinoxSettingsTab ",0,0,2,8.00589
"org::eclipse::pde::internal::ui::editor::contentassist::TypePackageCompletionProcessor ",1,179,5,11.0132
"org::eclipse::pde::internal::ui::editor::actions::SortAction ",0,48,11,10.5919
"org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizardPage ",0,387,6,9.50088
"org::eclipse::ui::internal::views::log::LogSession ",0,36,4,6.6749
"org::eclipse::pde::internal::ui::launcher::OSGiFrameworkBlock ",0,87,3,10.3881
"org::eclipse::pde::internal::ui::editor::build::AbstractJavaScanner ",0,29,0,0
"org::eclipse::pde::internal::ui::editor::text::PDETextHover ",0,44,6,7.69368
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentFactory ",0,194,1,4.41258
"org::eclipse::pde::internal::ui::views::plugins::PluginsContentProvider ",0,87,5,7.96788
"org::eclipse::pde::internal::ui::nls::ModelChangeElement ",0,90,3,9.95543
"org::eclipse::pde::internal::core::product::ProductObject ",0,30,1,12.5339
"org::eclipse::pde::internal::ui::properties::SelfHostingPropertyPage ",0,104,5,15.9552
"org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader ",0,9,0,3.30831
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpModel ",0,28,1,0
"org::eclipse::pde::internal::ui::editor::PDEMultiPageContentOutline ",0,107,1,9.56428
"org::eclipse::pde::internal::ui::wizards::imports::BinaryProjectFilter ",0,15,1,10.8518
"org::eclipse::pde::internal::ui::editor::plugin::OverviewPage ",0,234,16,31.5637
"org::eclipse::pde::internal::core::util::PDEJavaHelper ",2,264,3,4.23308
"org::eclipse::pde::internal::core::TargetDefinitionManager ",0,101,0,4.50833
"org::eclipse::pde::internal::core::util::VMUtil ",0,59,1,0
"org::eclipse::pde::internal::ui::search::dependencies::GatherUnusedDependenciesOperation ",0,146,5,11.0213
"org::eclipse::pde::internal::core::text::plugin::PluginElementNode ",0,79,5,12.6078
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentHandler ",0,75,1,4.41258
"org::eclipse::pde::internal::core::LoadTargetOperation ",1,281,8,13.0943
"org::eclipse::pde::internal::ui::editor::PDELauncherFormEditor ",1,133,1,1.76682
"org::eclipse::pde::internal::core::util::ManifestUtils ",0,63,5,9.08201
"org::eclipse::pde::internal::ui::editor::schema::NewCompositorAction ",0,58,3,11.7919
"org::eclipse::pde::internal::core::ExecutionEnvironmentAnalyzer ",0,91,5,9.06318
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSConditionalSubItem ",0,30,1,4.41258
"org::eclipse::pde::internal::ui::editor::target::TargetProfileWindow ",1,178,6,10.193
"org::eclipse::pde::internal::ui::wizards::templates::PreprocessorParser ",0,238,0,6.41569
"org::eclipse::pde::internal::core::PluginPathFinder ",1,195,11,22.1232
"org::eclipse::pde::internal::ui::views::dependencies::CalleesListContentProvider ",0,52,6,5.42268
"org::eclipse::pde::ui::launcher::EclipseLaunchShortcut ",1,164,15,17.5007
"org::eclipse::pde::internal::core::ExternalModelManager ",1,53,10,17.039
"org::eclipse::pde::internal::ui::editor::target::ContentSection ",0,520,17,21.326
"org::eclipse::pde::internal::ui::search::BaseSearchAction ",0,7,0,6.41569
"org::eclipse::pde::internal::core::text::plugin::PluginLibraryNode ",0,124,1,4.6939
"org::eclipse::pde::internal::core::schema::SchemaInclude ",0,55,0,10.2088
"org::eclipse::pde::internal::core::schema::SchemaElementHandler ",0,49,3,3.82071
"org::eclipse::pde::internal::ui::editor::contentassist::XMLInsertionComputer ",0,290,9,10.2464
"org::eclipse::pde::internal::core::variables::TargetOSArchVariableResolver ",0,3,1,1.77712
"org::eclipse::pde::internal::ui::editor::GenericSourcePage ",0,18,2,9.23472
"org::eclipse::pde::internal::ui::editor::FormOutlinePage ",0,141,7,19.7652
"org::eclipse::pde::internal::core::exports::PluginExportOperation ",0,29,1,3.23696
"org::eclipse::pde::internal::ui::editor::PDEDropAdapter ",0,114,1,1.76682
"org::eclipse::pde::internal::ui::commands::CommandView ",0,23,2,4.57426
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentHandler ",0,10,1,0
"org::eclipse::pde::internal::ui::editor::text::BasePDEScanner ",0,51,0,3.26332
"org::eclipse::pde::internal::runtime::spy::SpyIDEUtil ",0,38,4,5.05758
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCS ",0,93,2,6.12275
"org::eclipse::pde::internal::ui::editor::plugin::JarSelectionValidator ",0,38,0,9.31549
"org::eclipse::pde::internal::runtime::registry::ParentAdapter ",0,8,0,0
"org::eclipse::pde::internal::ui::parts::FormEntry ",0,196,5,18.7155
"org::eclipse::pde::internal::core::schema::SchemaDescriptor ",0,33,0,7.80551
"org::eclipse::pde::internal::ui::wizards::exports::AntGeneratingExportWizard ",1,112,2,6.08968
"org::eclipse::pde::internal::core::feature::FeatureInstallHandler ",0,41,0,5.4727
"org::eclipse::pde::internal::core::text::NodeDocumentHandler ",0,81,1,3.8069
"org::eclipse::ui::internal::views::log::LogView ",4,1326,27,13.0688
"org::eclipse::pde::internal::ui::editor::SystemFileMarkerAnnotationModel ",0,10,0,7.00075
"org::eclipse::pde::internal::core::text::DocumentNodeFactory ",0,29,1,3.8069
"org::eclipse::pde::internal::ui::editor::plugin::PackageSelectionDialog ",0,12,0,17.842
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAddTaskAction ",0,20,2,3.1496
"org::eclipse::pde::internal::ui::editor::feature::DataPortabilitySection ",0,277,2,8.51102
"org::eclipse::pde::internal::core::site::SiteFeature ",0,191,0,8.14056
"org::eclipse::pde::internal::ui::editor::target::EnvironmentSection ",1,233,4,9.57998
"org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewComparator ",0,23,1,3.20019
"org::eclipse::pde::internal::ui::wizards::feature::BasePluginListPage ",0,18,1,8.04434
"org::eclipse::pde::internal::ui::editor::site::SiteInputContextManager ",0,10,0,4.64887
"org::eclipse::pde::internal::ui::editor::build::BuildSourcePage ",1,54,4,13.9484
"org::eclipse::pde::internal::core::plugin::AttributeChangedEvent ",0,7,0,7.95718
"org::eclipse::pde::internal::ui::util::PixelConverter ",0,18,1,7.47927
"org::eclipse::pde::ui::launcher::PDESourcePathProvider ",0,57,0,6.26191
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSIntroductionTextListener ",0,67,3,4.82617
"org::eclipse::pde::internal::ui::templates::Activator ",0,17,2,1.56044
"org::eclipse::pde::internal::ui::editor::feature::InfoFormPage ",0,27,4,11.0669
"org::eclipse::pde::internal::ui::editor::plugin::CreateManifestOperation ",0,73,3,16.6139
"org::eclipse::pde::internal::ui::elements::DefaultContentProvider ",0,7,1,5.65358
"org::eclipse::pde::internal::ui::util::FileExtensionsFilter ",0,52,1,1.76682
"org::eclipse::pde::internal::ui::wizards::product::SynchronizationOperation ",1,32,3,16.6315
"org::eclipse::pde::internal::ui::editor::validation::ControlValidationUtility ",0,106,1,3.2591
"org::eclipse::pde::internal::ui::util::PDEJavaHelperUI ",0,169,2,4.36826
"org::eclipse::pde::internal::ui::editor::build::BuildInputContext ",1,86,2,12.7082
"org::eclipse::pde::internal::core::feature::FeatureData ",0,131,2,8.45689
"org::eclipse::pde::internal::ui::tests::macro::CheckCommand ",0,31,0,5.97053
"org::eclipse::pde::internal::ui::editor::toc::HelpEditorUtil ",0,61,1,0
"org::eclipse::pde::internal::core::plugin::Extensions ",0,44,5,13.2919
"org::eclipse::pde::internal::ui::tests::macro::ChoiceSelectionCommand ",0,88,0,8.62288
"org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceTemplate ",0,29,2,1.56044
"org::eclipse::pde::internal::ui::util::ImageOverlayIcon ",0,7,0,6.41569
"org::eclipse::pde::internal::ui::editor::OrientableBlock ",0,30,1,1.76682
"org::eclipse::pde::internal::core::plugin::PluginHandler ",0,89,3,13.6128
"org::eclipse::pde::internal::ui::refactoring::MovedTextFileChange ",0,22,2,4.77591
"org::eclipse::pde::internal::ui::tests::macro::MacroIndex ",0,9,0,3.10486
"org::eclipse::pde::internal::ui::wizards::exports::CrossPlatformExportPage ",0,116,3,7.7065
"org::eclipse::pde::internal::runtime::registry::RegistryBrowser ",0,478,0,0
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionHyperLink ",0,6,2,2.90397
"org::eclipse::pde::internal::core::schema::BaseSchemaHandler ",0,29,2,3.12148
"org::eclipse::pde::internal::ui::preferences::TargetSourceTab ",1,198,12,19.6298
"org::eclipse::pde::internal::core::site::VersionableObject ",0,23,1,7.23217
"org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractSubDetails ",0,10,1,1.76682
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSAddSubStepAction ",0,70,5,8.77144
"org::eclipse::pde::internal::ui::launcher::LaunchPluginValidator ",2,241,10,23.0493
"org::eclipse::pde::internal::ui::build::BaseBuildAction ",1,149,7,17.3959
"org::eclipse::pde::internal::ui::tests::macro::MacroCommandShell ",0,390,0,6.94415
"org::eclipse::pde::internal::ui::SWTFactory ",2,165,2,1.42715
"org::eclipse::pde::internal::ui::editor::schema::SchemaAttributeDetails ",1,199,20,20.29
"org::eclipse::pde::internal::ui::launcher::LauncherUtils ",2,338,28,31.2801
"org::eclipse::pde::internal::ui::correction::CreateClassXMLResolution ",0,40,3,9.15622
"org::eclipse::pde::internal::ui::util::FileNameFilter ",0,23,0,4.8313
"org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSOperation ",0,407,5,6.83071
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSEditor ",0,90,8,10.2283
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpBlock ",0,52,2,1.39536
"org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPage ",0,313,9,7.28484
"org::eclipse::pde::internal::ui::editor::plugin::LibraryVisibilitySection ",0,202,4,16.789
"org::eclipse::pde::internal::ui::editor::site::SiteSourcePage ",0,26,3,9.23472
"org::eclipse::pde::ui::launcher::PluginJUnitMainTab ",0,11,3,7.2298
"org::eclipse::pde::internal::ui::launcher::PluginStatusDialog ",0,63,5,15.3807
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionsPage ",0,41,11,20.9156
"org::eclipse::pde::internal::core::text::plugin::PluginParentNode ",0,28,2,7.2288
"org::eclipse::pde::internal::ui::editor::schema::SchemaRearranger ",0,169,1,8.02724
"org::eclipse::pde::internal::ui::launcher::LaunchValidationOperation ",0,113,3,3.83668
"org::eclipse::pde::internal::core::text::bundle::PackageFriend ",0,19,1,6.41247
"org::eclipse::pde::internal::ui::editor::plugin::DependencyPropertiesDialog ",0,82,5,16.9705
"org::eclipse::pde::internal::core::feature::FeatureFactory ",0,51,0,6.42599
"org::eclipse::pde::internal::core::MinimalState ",2,185,14,29.9939
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTask ",0,77,1,3.00782
"org::eclipse::pde::internal::core::product::WorkspaceProductModel ",1,83,4,11.9584
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContextManager ",0,10,1,0
"org::eclipse::pde::internal::ui::templates::ide::BuilderNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::core::plugin::AbstractExtensions ",0,173,7,18.4852
"org::eclipse::pde::internal::ui::editor::schema::SchemaFormPage ",1,113,12,19.2402
"org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerDialog ",0,108,1,4.56477
"org::eclipse::pde::internal::ui::editor::toc::details::TocDetails ",0,147,2,5.02919
"org::eclipse::pde::internal::ui::tests::macro::Macro ",0,176,0,4.18914
"org::eclipse::pde::internal::core::text::AbstractTextChangeListener ",0,4,1,3.17625
"org::eclipse::pde::internal::ui::parts::CheckboxTablePart ",0,32,1,7.47927
"org::eclipse::pde::internal::core::text::bundle::CompositeManifestHeader ",0,210,5,11.3454
"org::eclipse::pde::internal::ui::editor::feature::RequiresSection ",0,365,22,17.1453
"org::eclipse::pde::internal::ui::editor::plugin::ManifestEditor ",0,548,19,36.1864
"org::eclipse::pde::internal::ui::preferences::TabFolderLayout ",0,30,0,3.11166
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSContentProvider ",0,27,2,3.13086
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSTaskDetails ",0,387,13,12.3564
"org::eclipse::pde::internal::ui::util::SharedLabelProvider ",0,156,8,14.7298
"org::eclipse::pde::internal::core::product::Product ",3,350,10,23.6105
"org::eclipse::pde::internal::core::schema::SchemaRootElement ",0,30,1,8.07975
"org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerEntry ",0,10,0,0
"org::eclipse::pde::internal::ui::editor::feature::FeatureAdvancedPage ",0,43,2,10.6096
"org::eclipse::pde::internal::ui::util::PluginWorkingSet ",1,160,5,17.9064
"org::eclipse::pde::internal::ui::views::plugins::JavaSearchActionGroup ",0,71,3,6.08326
"org::eclipse::pde::internal::ui::editor::toc::TocSourcePage ",0,59,7,4.41258
"org::eclipse::pde::internal::ui::editor::toc::actions::TocAddAnchorAction ",0,13,0,4.33338
"org::eclipse::pde::internal::core::text::toc::TocDocumentHandler ",0,10,1,4.41258
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpFormOutlinePage ",0,27,1,0
"org::eclipse::pde::internal::core::text::bundle::BundleModelFactory ",0,45,2,6.31552
"org::eclipse::pde::internal::ui::editor::feature::FeatureEditorContributor ",0,34,0,6.79305
"org::eclipse::pde::internal::ui::nls::ModelChange ",0,116,3,9.70651
"org::eclipse::pde::internal::core::PDECoreMessages ",4,0,42,35.8788
"org::eclipse::pde::internal::ui::wizards::feature::PluginListPage ",0,119,8,13.4381
"org::eclipse::pde::internal::core::plugin::WorkspaceFragmentModel ",0,14,4,9.97572
"org::eclipse::pde::internal::core::builders::UpdateSiteBuilder ",1,29,2,4.19546
"org::eclipse::pde::internal::core::product::SplashInfo ",0,170,4,12.6913
"org::eclipse::pde::internal::ui::editor::site::MirrorsSection ",0,87,2,9.5467
"org::eclipse::pde::internal::ui::editor::text::PackageHyperlink ",0,19,1,5.99576
"org::eclipse::pde::internal::ui::wizards::product::UpdateSplashHandlerAction ",0,425,1,1.76682
"org::eclipse::pde::internal::ui::editor::text::ColorManager ",0,85,5,12.2832
"org::eclipse::pde::internal::core::SourceLocation ",0,28,2,9.90134
"org::eclipse::pde::internal::ui::wizards::tools::UpdateBuildpathWizardPage ",0,49,2,9.33423
"org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentQuery ",0,38,0,9.95198
"org::eclipse::pde::internal::ui::wizards::tools::UpdateClasspathJob ",0,51,2,12.3495
"org::eclipse::pde::internal::ui::wizards::plugin::LibraryPluginJarsPage ",0,197,5,9.89425
"org::eclipse::pde::internal::ui::wizards::exports::ExportDestinationTab ",1,146,0,4.43166
"org::eclipse::pde::internal::ui::editor::product::ProductEditorContributor ",0,3,0,5.63928
"org::eclipse::pde::internal::ui::editor::feature::FeatureReferencePage ",0,52,4,10.7325
"org::eclipse::pde::internal::core::feature::FeatureImport ",0,135,5,14.5908
"org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizard ",0,32,1,2.97312
"org::eclipse::pde::internal::ui::refactoring::FileRenameParticipant ",0,17,1,2.97312
"org::eclipse::pde::internal::core::PluginModelDelta ",0,25,1,9.53614
"org::eclipse::pde::internal::ui::correction::RemoveInternalDirectiveEntryResolution ",0,18,1,2.91017
"org::eclipse::pde::internal::ui::editor::toc::TocDragAdapter ",0,68,0,4.33338
"org::eclipse::pde::internal::ui::util::TextUtil ",0,115,0,3.36633
"org::eclipse::pde::internal::ui::refactoring::RefactoringActionFactory ",0,45,1,3.05459
"org::eclipse::pde::internal::ui::editor::target::OverviewPage ",0,71,7,14.5859
"org::eclipse::pde::internal::ui::views::dependencies::CallersTreeContentProvider ",0,27,2,3.18918
"org::eclipse::pde::internal::ui::templates::ide::PreferencePageTemplate ",0,78,3,2.84822
"org::eclipse::pde::internal::ui::wizards::tools::ConvertJarsAction ",0,69,1,2.6367
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpContextDetails ",0,77,1,0
"org::eclipse::pde::internal::ui::editor::PDESourcePage ",1,369,32,28.2531
"org::eclipse::pde::internal::ui::editor::site::SynchronizePropertiesWizardPage ",0,120,1,7.56943
"org::eclipse::pde::internal::core::builders::ExtensionsErrorReporter ",0,525,20,25.1717
"org::eclipse::pde::internal::ui::editor::site::SiteOutlinePage ",0,65,2,7.38689
"org::eclipse::pde::internal::core::text::bundle::PackageObject ",0,45,3,10.9347
"org::eclipse::pde::internal::ui::templates::rcp::HelloNonUIRCPTemplate ",0,60,3,2.84822
"org::eclipse::pde::internal::ui::util::FileValidator ",0,8,0,6.41569
"org::eclipse::pde::internal::ui::templates::ide::CommonNavigatorTemplate ",0,120,1,0
"org::eclipse::pde::internal::ui::util::ModelModification ",0,59,4,6.84217
"org::eclipse::pde::internal::ui::views::dependencies::HistoryDropDownAction ",0,37,1,1.76682
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTaskObject ",0,164,3,7.34746
"org::eclipse::pde::internal::ui::launcher::AbstractPluginBlock ",5,436,15,24.0899
"org::eclipse::pde::internal::core::text::plugin::PluginDocumentNodeFactory ",0,76,3,9.58427
"org::eclipse::pde::internal::core::text::toc::TocObject ",0,81,5,5.63729
"org::eclipse::pde::internal::ui::editor::plugin::PluginInputContextManager ",0,92,0,6.41569
"org::eclipse::pde::internal::ui::editor::product::SplashConfigurationSection ",1,469,3,5.38037
"org::eclipse::pde::internal::ui::build::BuildSiteAction ",0,67,3,11.2074
"org::eclipse::pde::internal::ui::editor::target::TargetInputContextManager ",0,7,0,1.76682
"org::eclipse::pde::internal::runtime::spy::sections::ActiveHelpSection ",0,132,4,6.39356
"org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractEditor ",0,63,2,3.1764
"org::eclipse::pde::internal::ui::editor::plugin::rows::ReferenceAttributeRow ",0,24,5,17.5389
"org::eclipse::pde::ui::launcher::JUnitTabGroup ",0,5,0,6.28027
"org::eclipse::pde::internal::ui::build::BuildSiteJob ",0,121,10,17.5231
"org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComparator ",0,12,1,1.76682
"org::eclipse::pde::internal::core::RequiredPluginsInitializer ",0,14,3,13.8167
"org::eclipse::pde::internal::ui::editor::ToggleLinkWithEditorAction ",0,15,1,8.934
"org::eclipse::pde::internal::core::converter::PluginConverterParser ",1,376,1,1.77712
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSCommandComboPart ",0,107,1,1.76682
"org::eclipse::pde::internal::ui::editor::plugin::rows::ClassAttributeRow ",0,57,9,21.1016
"org::eclipse::pde::internal::ui::correction::OptionalImportPackageResolution ",0,19,0,3.18664
"org::eclipse::pde::internal::ui::editor::feature::FeatureInputContextManager ",0,10,0,4.64887
"org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeWizardPage ",1,160,3,13.6058
"org::eclipse::pde::internal::ui::parts::MessageLine ",0,42,0,6.41569
"org::eclipse::pde::internal::ui::parts::StructuredViewerPart ",0,33,2,8.90433
"org::eclipse::pde::internal::ui::templates::ide::PopupMenuTemplate ",0,91,3,2.84822
"org::eclipse::pde::internal::core::util::SchemaUtil ",0,37,5,5.77253
"org::eclipse::pde::internal::ui::editor::toc::details::TocAnchorDetails ",0,71,2,5.02919
"org::eclipse::pde::internal::ui::editor::product::ArgumentsSection ",0,124,4,14.1689
"org::eclipse::pde::internal::ui::correction::ExternalizeResolution ",0,96,3,6.70338
"org::eclipse::pde::internal::ui::correction::CreateJREBundleHeaderResolution ",0,12,0,2.95101
"org::eclipse::pde::internal::ui::commands::CommandDetails ",0,292,6,10.8989
"org::eclipse::pde::internal::ui::correction::OrganizeRequireBundleResolution ",0,13,0,5.33086
"org::eclipse::pde::internal::ui::editor::actions::FormatAction ",0,24,1,3.36633
"org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionWizard ",0,33,1,10.731
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSAddStepAction ",0,72,6,10.8049
"org::eclipse::pde::internal::ui::samples::ReviewPage ",0,46,0,5.36933
"org::eclipse::pde::internal::core::site::SiteDescription ",0,75,3,12.1216
"org::eclipse::pde::internal::ui::templates::ide::PropertyPageTemplate ",0,70,3,2.84822
"org::eclipse::pde::internal::runtime::spy::sections::ActiveDialogPageSection ",0,44,3,5.05758
"org::eclipse::pde::internal::core::NLResourceHelper ",1,68,2,9.57359
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSContentProvider ",0,27,1,1.76682
"org::eclipse::pde::internal::ui::editor::PDEDetailsSections ",0,47,1,6.59546
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSIntro ",0,30,1,4.41258
"org::eclipse::ui::internal::views::log::FilterDialog ",0,226,3,4.3791
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSBlock ",0,61,3,6.05686
"org::eclipse::pde::internal::core::text::plugin::PluginBaseNode ",0,222,8,12.7295
"org::eclipse::pde::internal::ui::search::dialogs::FilteredPluginArtifactsSelectionDialog ",0,147,6,7.03016
"org::eclipse::pde::internal::core::text::DocumentTextNode ",0,45,2,9.06916
"org::eclipse::pde::internal::ui::editor::XMLSourcePage ",1,20,2,12.4285
