file,bug,bf,loc,hcm
org::eclipse::jdt::internal::compiler::ast::NumberLiteral,0,0,11,4.07501
org::eclipse::jdt::internal::compiler::ast::OperatorExpression,0,4,1520,6.61079
org::eclipse::jdt::internal::compiler::ast::OR_OR_Expression,0,12,226,12.0762
org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference,1,32,296,28.5804
org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference,1,29,244,26.4203
org::eclipse::jdt::internal::compiler::ast::PostfixExpression,0,0,39,3.9771
org::eclipse::jdt::internal::compiler::ast::PrefixExpression,0,1,28,3.9771
org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression,1,25,414,25.3215
org::eclipse::jdt::internal::compiler::ast::QualifiedNameReference,7,48,986,34.4998
org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference,1,3,38,5.29522
org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference,0,4,76,13.45
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference,0,16,105,25.0807
org::eclipse::jdt::internal::compiler::ast::Reference,1,3,42,8.0715
org::eclipse::jdt::internal::compiler::ast::ReturnStatement,1,26,217,22.412
org::eclipse::jdt::internal::compiler::ast::SingleMemberAnnotation,0,2,34,11.3038
org::eclipse::jdt::internal::compiler::ast::SingleNameReference,6,40,787,30.8847
org::eclipse::jdt::internal::compiler::ast::SingleTypeReference,0,4,63,13.4078
org::eclipse::jdt::internal::compiler::ast::Statement,0,9,99,12.6182
org::eclipse::jdt::internal::compiler::ast::StringLiteral,0,7,72,6.55214
org::eclipse::jdt::internal::compiler::ast::StringLiteralConcatenation,0,1,46,4.07501
org::eclipse::jdt::internal::compiler::ast::SubRoutineStatement,0,10,31,10.0134
org::eclipse::jdt::internal::compiler::ast::SuperReference,0,2,41,6.71778
org::eclipse::jdt::internal::compiler::ast::SwitchStatement,1,19,334,19.2089
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement,0,17,158,15.2779
org::eclipse::jdt::internal::compiler::ast::ThisReference,0,3,78,8.4257
org::eclipse::jdt::internal::compiler::ast::ThrowStatement,0,3,44,13.1052
org::eclipse::jdt::internal::compiler::ast::TrueLiteral,0,2,39,7.2883
org::eclipse::jdt::internal::compiler::ast::TryStatement,3,31,784,22.8522
org::eclipse::jdt::internal::compiler::ast::TypeDeclaration,3,60,624,37.7605
org::eclipse::jdt::internal::compiler::ast::TypeParameter,0,5,60,6.62651
org::eclipse::jdt::internal::compiler::ast::TypeReference,0,16,144,21.1415
org::eclipse::jdt::internal::compiler::ast::UnaryExpression,0,10,253,17.3206
org::eclipse::jdt::internal::compiler::ast::WhileStatement,0,15,232,13.1474
org::eclipse::jdt::internal::compiler::ast::Wildcard,0,2,71,6.88643
org::eclipse::jdt::internal::compiler::ASTVisitor,0,3,9,5.96416
org::eclipse::jdt::internal::compiler::batch::ClasspathDirectory,0,9,136,17.8093
org::eclipse::jdt::internal::compiler::batch::ClasspathJar,1,9,155,15.9456
org::eclipse::jdt::internal::compiler::batch::ClasspathLocation,0,7,15,10.8648
org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar,0,2,7,3.93934
org::eclipse::jdt::internal::compiler::batch::CompilationUnit,0,4,50,5.68889
org::eclipse::jdt::internal::compiler::batch::FileFinder,0,2,23,5.12326
org::eclipse::jdt::internal::compiler::batch::FileSystem,0,18,198,19.9756
org::eclipse::jdt::internal::compiler::batch::Main,2,117,2557,49.9143
org::eclipse::jdt::internal::compiler::ClassFile,6,69,6113,43.9774
org::eclipse::jdt::internal::compiler::ClassFilePool,0,0,30,4.65831
org::eclipse::jdt::internal::compiler::classfmt::AnnotationInfo,0,1,316,6.92842
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfo,0,0,95,7.26753
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations,0,0,26,1.06049
org::eclipse::jdt::internal::compiler::classfmt::ClassFileReader,0,27,724,22.1081
org::eclipse::jdt::internal::compiler::classfmt::ClassFileStruct,0,2,67,8.93874
org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException,0,2,29,4.08525
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo,0,0,28,3.5829
org::eclipse::jdt::internal::compiler::classfmt::FieldInfo,0,11,305,17.9172
org::eclipse::jdt::internal::compiler::classfmt::FieldInfoWithAnnotation,0,0,40,3.76811
org::eclipse::jdt::internal::compiler::classfmt::InnerClassInfo,0,3,72,3.97098
org::eclipse::jdt::internal::compiler::classfmt::MethodInfo,0,13,392,18.395
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations,0,0,35,1.06049
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithParameterAnnotations,0,0,35,1.06049
org::eclipse::jdt::internal::compiler::codegen::BranchLabel,1,9,199,12.482
org::eclipse::jdt::internal::compiler::codegen::CachedIndexEntry,0,0,4,1.10349
org::eclipse::jdt::internal::compiler::codegen::CaseLabel,0,3,46,10.0961
org::eclipse::jdt::internal::compiler::codegen::CharArrayCache,0,4,118,8.57238
org::eclipse::jdt::internal::compiler::codegen::CodeStream,3,66,6017,39.6428
org::eclipse::jdt::internal::compiler::codegen::ConstantPool,1,16,329,18.4276
org::eclipse::jdt::internal::compiler::codegen::DoubleCache,0,1,88,5.18073
org::eclipse::jdt::internal::compiler::codegen::ExceptionLabel,1,6,58,7.52192
org::eclipse::jdt::internal::compiler::codegen::FloatCache,0,1,88,5.18073
org::eclipse::jdt::internal::compiler::codegen::IntegerCache,0,1,94,6.34778
org::eclipse::jdt::internal::compiler::codegen::Label,0,10,3,8.91433
org::eclipse::jdt::internal::compiler::codegen::LongCache,0,1,94,5.7915
org::eclipse::jdt::internal::compiler::codegen::ObjectCache,0,1,83,3.42081
org::eclipse::jdt::internal::compiler::codegen::StackMapFrame,0,8,325,7.35509
org::eclipse::jdt::internal::compiler::codegen::StackMapFrameCodeStream,2,17,395,14.9141
org::eclipse::jdt::internal::compiler::codegen::VerificationTypeInfo,0,4,156,7.88266
org::eclipse::jdt::internal::compiler::CompilationResult,1,22,245,23.6109
org::eclipse::jdt::internal::compiler::Compiler,1,32,407,35.4473
org::eclipse::jdt::internal::compiler::ConfigurableOption,0,4,117,5.41047
org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies,0,0,40,4.07501
org::eclipse::jdt::internal::compiler::DocumentElementParser,0,9,1200,0
org::eclipse::jdt::internal::compiler::env::AccessRestriction,0,4,11,10.9438
org::eclipse::jdt::internal::compiler::env::AccessRule,0,2,39,6.4938
org::eclipse::jdt::internal::compiler::env::AccessRuleSet,0,9,62,11.1338
org::eclipse::jdt::internal::compiler::env::ClassSignature,0,0,12,1.06049
org::eclipse::jdt::internal::compiler::env::EnumConstantSignature,0,0,17,1.06049
org::eclipse::jdt::internal::compiler::env::NameEnvironmentAnswer,0,2,34,4.06989
org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo,0,4,145,5.18843
org::eclipse::jdt::internal::compiler::flow::ExceptionHandlingFlowContext,2,11,139,13.0996
org::eclipse::jdt::internal::compiler::flow::FinallyFlowContext,0,8,264,7.61486
org::eclipse::jdt::internal::compiler::flow::FlowContext,2,17,379,14.9914
org::eclipse::jdt::internal::compiler::flow::FlowInfo,0,6,66,8.14156
org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext,2,0,54,3.97098
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext,0,6,27,5.25685
org::eclipse::jdt::internal::compiler::flow::LabelFlowContext,0,3,23,5.26853
org::eclipse::jdt::internal::compiler::flow::LoopingFlowContext,0,11,387,10.0952
org::eclipse::jdt::internal::compiler::flow::NullInfoRegistry,0,4,312,3.17913
org::eclipse::jdt::internal::compiler::flow::SwitchFlowContext,0,5,23,5.87361
org::eclipse::jdt::internal::compiler::flow::UnconditionalFlowInfo,0,15,1440,14.1223
org::eclipse::jdt::internal::compiler::impl::BooleanConstant,0,5,19,8.13684
org::eclipse::jdt::internal::compiler::impl::ByteConstant,0,1,37,6.77104
org::eclipse::jdt::internal::compiler::impl::CharConstant,0,1,38,6.77104
org::eclipse::jdt::internal::compiler::impl::CompilerOptions,1,76,974,36.059
org::eclipse::jdt::internal::compiler::impl::CompilerStats,0,0,9,1.09529
org::eclipse::jdt::internal::compiler::impl::Constant,0,7,1500,10.2807
org::eclipse::jdt::internal::compiler::impl::DoubleConstant,0,1,39,6.77104
org::eclipse::jdt::internal::compiler::impl::FloatConstant,0,1,36,6.77104
org::eclipse::jdt::internal::compiler::impl::IntConstant,0,1,55,6.77104
org::eclipse::jdt::internal::compiler::impl::LongConstant,0,1,40,6.77104
org::eclipse::jdt::internal::compiler::impl::ShortConstant,0,1,37,6.77104
org::eclipse::jdt::internal::compiler::impl::StringConstant,0,0,27,4.08525
org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding,0,4,151,9.16287
org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder,0,0,32,2.95593
org::eclipse::jdt::internal::compiler::lookup::ArrayBinding,0,16,190,21.0952
org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding,0,2,163,7.44972
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding,0,0,7,0
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding,1,46,947,32.4393
org::eclipse::jdt::internal::compiler::lookup::Binding,0,7,18,16.2655
org::eclipse::jdt::internal::compiler::lookup::BlockScope,1,30,546,29.0867
org::eclipse::jdt::internal::compiler::lookup::CaptureBinding,0,20,210,18.513
org::eclipse::jdt::internal::compiler::lookup::ClassScope,1,82,1091,41.9795
org::eclipse::jdt::internal::compiler::lookup::CompilationUnitScope,4,34,687,30.2239
org::eclipse::jdt::internal::compiler::lookup::ElementValuePair,0,5,28,8.12682
org::eclipse::jdt::internal::compiler::lookup::FieldBinding,3,16,251,24.0421
org::eclipse::jdt::internal::compiler::lookup::ImportBinding,0,1,21,5.34312
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding,0,1,10,1.26811
org::eclipse::jdt::internal::compiler::lookup::InferenceContext,0,2,116,2.22103
org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency,0,0,4,4.07501
org::eclipse::jdt::internal::compiler::lookup::LocalTypeBinding,0,11,186,19.5989
org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding,0,8,177,12.6921
org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment,3,44,1069,37.4003
org::eclipse::jdt::internal::compiler::lookup::MemberTypeBinding,0,3,33,5.86013
org::eclipse::jdt::internal::compiler::lookup::MethodBinding,3,34,724,32.6911
org::eclipse::jdt::internal::compiler::lookup::MethodScope,1,24,378,14.8368
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier,3,49,736,28.9486
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier15,8,80,747,41.1012
org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding,0,1,34,1.47165
org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding,1,5,115,10.9152
org::eclipse::jdt::internal::compiler::lookup::PackageBinding,4,7,136,14.2157
org::eclipse::jdt::internal::compiler::lookup::ParameterizedFieldBinding,0,5,24,11.0731
org::eclipse::jdt::internal::compiler::lookup::ParameterizedGenericMethodBinding,0,44,412,31.4543
org::eclipse::jdt::internal::compiler::lookup::ParameterizedMethodBinding,0,14,34,22.2757
org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding,2,69,866,35.6247
org::eclipse::jdt::internal::compiler::lookup::ProblemBinding,0,1,13,4.07501
org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding,0,3,9,8.13317
org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding,0,2,8,6.55162
org::eclipse::jdt::internal::compiler::lookup::ProblemPackageBinding,0,0,6,4.07501
org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding,0,2,48,11.296
org::eclipse::jdt::internal::compiler::lookup::RawTypeBinding,0,24,129,20.4542
org::eclipse::jdt::internal::compiler::lookup::ReferenceBinding,1,50,840,37.0956
org::eclipse::jdt::internal::compiler::lookup::Scope,8,214,2877,48.7643
org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper,0,0,47,4.07501
org::eclipse::jdt::internal::compiler::lookup::SourceTypeBinding,6,74,1461,39.1311
org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding,0,4,10,5.52652
org::eclipse::jdt::internal::compiler::lookup::SyntheticFieldBinding,0,1,5,7.88927
org::eclipse::jdt::internal::compiler::lookup::SyntheticMethodBinding,2,10,166,20.293
org::eclipse::jdt::internal::compiler::lookup::TypeBinding,3,56,773,35.3663
org::eclipse::jdt::internal::compiler::lookup::TypeVariableBinding,1,45,333,27.3456
org::eclipse::jdt::internal::compiler::lookup::UnresolvedAnnotationBinding,1,1,37,3.3409
org::eclipse::jdt::internal::compiler::lookup::UnresolvedReferenceBinding,0,7,64,12.5452
org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding,1,0,7,5.41657
org::eclipse::jdt::internal::compiler::lookup::VariableBinding,0,3,35,13.2396
org::eclipse::jdt::internal::compiler::lookup::WildcardBinding,1,28,533,27.658
org::eclipse::jdt::internal::compiler::parser::AbstractCommentParser,7,81,1399,29.6783
org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser,0,10,2262,15.6896
org::eclipse::jdt::internal::compiler::parser::diagnose::LexStream,0,6,212,8.41166
org::eclipse::jdt::internal::compiler::parser::diagnose::RangeUtil,0,5,60,7.70056
org::eclipse::jdt::internal::compiler::parser::JavadocParser,3,59,795,24.2321
org::eclipse::jdt::internal::compiler::parser::NLSTag,0,6,9,4.98774
org::eclipse::jdt::internal::compiler::parser::Parser,4,173,0,43.3291
org::eclipse::jdt::internal::compiler::parser::RecoveredAnnotation,0,2,184,1.29357
org::eclipse::jdt::internal::compiler::parser::RecoveredBlock,0,7,250,11.93
org::eclipse::jdt::internal::compiler::parser::RecoveredElement,0,3,172,8.50122
org::eclipse::jdt::internal::compiler::parser::RecoveredField,0,7,186,10.4389
org::eclipse::jdt::internal::compiler::parser::RecoveredImport,0,0,26,4.07501
org::eclipse::jdt::internal::compiler::parser::RecoveredInitializer,0,6,166,10.2069
org::eclipse::jdt::internal::compiler::parser::RecoveredLocalVariable,0,2,107,5.43024
org::eclipse::jdt::internal::compiler::parser::RecoveredMethod,0,15,409,19.1826
org::eclipse::jdt::internal::compiler::parser::RecoveredStatement,0,0,23,4.07501
org::eclipse::jdt::internal::compiler::parser::RecoveredType,0,12,468,13.767
org::eclipse::jdt::internal::compiler::parser::RecoveredUnit,0,6,158,10.2014
org::eclipse::jdt::internal::compiler::parser::RecoveryScanner,0,6,191,4.49837
org::eclipse::jdt::internal::compiler::parser::RecoveryScannerData,0,1,42,1.27976
org::eclipse::jdt::internal::compiler::parser::Scanner,1,85,3449,27.9911
org::eclipse::jdt::internal::compiler::parser::ScannerHelper,0,2,136,8.02975
org::eclipse::jdt::internal::compiler::parser::SourceTypeConverter,0,28,209,24.2091
org::eclipse::jdt::internal::compiler::parser::TypeConverter,0,2,246,1.47165
org::eclipse::jdt::internal::compiler::problem::AbortCompilation,0,8,14,9.05061
org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit,0,4,4,4.66145
org::eclipse::jdt::internal::compiler::problem::AbortMethod,0,3,3,4.08525
org::eclipse::jdt::internal::compiler::problem::AbortType,0,3,3,4.08525
org::eclipse::jdt::internal::compiler::problem::DefaultProblem,0,11,164,14.0643
org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory,0,19,126,11.0206
org::eclipse::jdt::internal::compiler::problem::ProblemHandler,0,13,38,14.2655
org::eclipse::jdt::internal::compiler::problem::ProblemReporter,8,194,6571,43.7616
org::eclipse::jdt::internal::compiler::problem::ShouldNotImplement,0,0,3,4.07501
org::eclipse::jdt::internal::compiler::ProcessTaskManager,0,3,140,1.84991
org::eclipse::jdt::internal::compiler::ReadManager,2,1,153,1.29357
org::eclipse::jdt::internal::compiler::SourceElementNotifier,0,2,299,1.09529
org::eclipse::jdt::internal::compiler::SourceElementParser,0,21,849,0
org::eclipse::jdt::internal::compiler::SourceElementRequestorAdapter,0,15,66,13.0619
org::eclipse::jdt::internal::compiler::SourceJavadocParser,0,6,107,7.11369
org::eclipse::jdt::internal::compiler::util::CompoundNameVector,0,1,50,4.07501
org::eclipse::jdt::internal::compiler::util::FloatUtil,0,1,311,4.07501
org::eclipse::jdt::internal::compiler::util::GenericXMLWriter,0,3,99,3.0444
org::eclipse::jdt::internal::compiler::util::HashSetOfInt,0,1,94,1.47165
org::eclipse::jdt::internal::compiler::util::HashtableOfInt,0,0,71,3.9771
org::eclipse::jdt::internal::compiler::util::HashtableOfIntValues,0,0,115,3.9771
org::eclipse::jdt::internal::compiler::util::HashtableOfLong,0,1,74,3.9771
org::eclipse::jdt::internal::compiler::util::HashtableOfObject,0,1,122,3.9771
org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt,0,1,117,5.56106
org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToIntArray,0,1,117,2.27054
org::eclipse::jdt::internal::compiler::util::HashtableOfPackage,0,1,79,3.9771
org::eclipse::jdt::internal::compiler::util::HashtableOfType,0,1,79,3.9771
org::eclipse::jdt::internal::compiler::util::Messages,0,7,80,11.6815
org::eclipse::jdt::internal::compiler::util::ObjectVector,0,3,78,7.10696
org::eclipse::jdt::internal::compiler::util::SimpleLookupTable,0,2,127,8.23039
org::eclipse::jdt::internal::compiler::util::SimpleNameVector,0,1,64,4.07501
org::eclipse::jdt::internal::compiler::util::SimpleSet,0,0,103,2.57445
org::eclipse::jdt::internal::compiler::util::SimpleSetOfCharArray,0,6,103,2.4812
org::eclipse::jdt::internal::compiler::util::Util,1,25,513,25.9159
org::eclipse::jdt::internal::core::AnnotatableInfo,0,1,0,0
org::eclipse::jdt::internal::core::Annotation,1,1,56,0
org::eclipse::jdt::internal::core::AnnotationInfo,0,1,0,1.47165
org::eclipse::jdt::internal::core::ASTHolderCUInfo,0,4,0,7.68944
org::eclipse::jdt::internal::core::BasicCompilationUnit,0,3,71,6.6689
org::eclipse::jdt::internal::core::BatchInitializationMonitor,0,1,55,0
org::eclipse::jdt::internal::core::BatchOperation,0,1,28,6.94335
org::eclipse::jdt::internal::core::BecomeWorkingCopyOperation,0,6,38,5.41015
org::eclipse::jdt::internal::core::BinaryField,2,9,81,15.7259
org::eclipse::jdt::internal::core::BinaryMember,1,10,127,15.7424
org::eclipse::jdt::internal::core::BinaryMethod,1,31,529,25.6644
org::eclipse::jdt::internal::core::BinaryType,1,45,698,29.2704
org::eclipse::jdt::internal::core::BinaryTypeConverter,0,8,216,11.4729
org::eclipse::jdt::internal::core::Buffer,0,14,275,8.8113
org::eclipse::jdt::internal::core::BufferCache,0,3,32,6.85444
org::eclipse::jdt::internal::core::BufferFactoryWrapper,0,0,23,5.1154
org::eclipse::jdt::internal::core::BufferManager,0,4,70,10.492
org::eclipse::jdt::internal::core::builder::AbortIncrementalBuildException,0,0,3,4.07501
org::eclipse::jdt::internal::core::builder::AbstractImageBuilder,2,41,639,36.8083
org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection,1,0,4,4.07501
org::eclipse::jdt::internal::core::builder::BatchImageBuilder,1,28,269,25.0221
org::eclipse::jdt::internal::core::builder::BuildNotifier,0,8,189,9.44802
org::eclipse::jdt::internal::core::builder::ClasspathDirectory,0,6,101,10.2582
org::eclipse::jdt::internal::core::builder::ClasspathJar,0,7,108,14.1927
org::eclipse::jdt::internal::core::builder::ClasspathLocation,0,5,18,7.56137
org::eclipse::jdt::internal::core::builder::ClasspathMultiDirectory,0,3,33,2.50744
org::eclipse::jdt::internal::core::builder::CompilationParticipantResult,0,3,19,4.23423
org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException,0,1,15,6.70721
org::eclipse::jdt::internal::core::builder::IncrementalImageBuilder,1,39,706,27.5325
org::eclipse::jdt::internal::core::builder::JavaBuilder,0,31,661,32.0766
org::eclipse::jdt::internal::core::builder::MissingSourceFileException,0,0,3,4.07501
org::eclipse::jdt::internal::core::builder::NameEnvironment,0,14,271,14.9973
org::eclipse::jdt::internal::core::builder::NameSet,0,1,41,4.07501
org::eclipse::jdt::internal::core::builder::ProblemFactory,0,0,9,4.07501
org::eclipse::jdt::internal::core::builder::QualifiedNameSet,0,1,44,4.07501
org::eclipse::jdt::internal::core::builder::ReferenceCollection,1,6,140,8.432
org::eclipse::jdt::internal::core::builder::SourceFile,0,5,68,5.38431
org::eclipse::jdt::internal::core::builder::State,1,18,560,18.8534
org::eclipse::jdt::internal::core::builder::StringSet,0,2,56,4.07501
org::eclipse::jdt::internal::core::builder::WorkQueue,0,0,28,6.37263
org::eclipse::jdt::internal::core::CancelableNameEnvironment,1,6,23,7.57299
org::eclipse::jdt::internal::core::CancelableProblemFactory,0,6,9,6.50029
org::eclipse::jdt::internal::core::ChangeClasspathOperation,0,7,63,8.1662
org::eclipse::jdt::internal::core::ClassFile,0,44,549,29.5302
org::eclipse::jdt::internal::core::ClassFileInfo,1,6,149,7.49694
org::eclipse::jdt::internal::core::ClassFileWorkingCopy,0,7,68,11.2467
org::eclipse::jdt::internal::core::ClasspathAccessRule,0,2,27,6.4938
org::eclipse::jdt::internal::core::ClasspathAttribute,0,0,21,1.70656
org::eclipse::jdt::internal::core::ClasspathChange,1,11,469,14.2639
org::eclipse::jdt::internal::core::ClasspathEntry,4,36,1340,27.2818
org::eclipse::jdt::internal::core::ClasspathValidation,1,0,51,0
org::eclipse::jdt::internal::core::CommitWorkingCopyOperation,0,14,141,9.60428
org::eclipse::jdt::internal::core::CompilationUnit,1,73,830,30.9896
org::eclipse::jdt::internal::core::CompilationUnitElementInfo,0,1,9,10.7711
org::eclipse::jdt::internal::core::CompilationUnitProblemFinder,0,21,57,18.4584
org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor,1,22,525,15.7278
org::eclipse::jdt::internal::core::CopyElementsOperation,0,8,124,17.8759
org::eclipse::jdt::internal::core::CopyPackageFragmentRootOperation,1,12,223,13.7034
org::eclipse::jdt::internal::core::CopyResourceElementsOperation,1,26,516,17.5543
org::eclipse::jdt::internal::core::CreateCompilationUnitOperation,0,10,87,9.60485
org::eclipse::jdt::internal::core::CreateElementInCUOperation,0,9,142,9.44761
org::eclipse::jdt::internal::core::CreateFieldOperation,0,10,77,10.984
org::eclipse::jdt::internal::core::CreateImportOperation,0,8,83,15.9473
org::eclipse::jdt::internal::core::CreateInitializerOperation,0,7,59,8.7196
org::eclipse::jdt::internal::core::CreateMethodOperation,0,9,64,11.0281
org::eclipse::jdt::internal::core::CreatePackageDeclarationOperation,0,8,57,11.9751
org::eclipse::jdt::internal::core::CreatePackageFragmentOperation,0,9,83,14.8353
org::eclipse::jdt::internal::core::CreateTypeHierarchyOperation,0,1,35,2.50744
org::eclipse::jdt::internal::core::CreateTypeMemberOperation,1,8,126,15.0958
org::eclipse::jdt::internal::core::CreateTypeOperation,0,7,62,8.7196
org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner,0,1,10,5.16293
org::eclipse::jdt::internal::core::DeleteElementsOperation,0,12,102,14.4964
org::eclipse::jdt::internal::core::DeletePackageFragmentRootOperation,0,3,120,10.025
org::eclipse::jdt::internal::core::DeleteResourceElementsOperation,0,10,90,9.5041
org::eclipse::jdt::internal::core::DeltaProcessingState,1,26,419,26.7583
org::eclipse::jdt::internal::core::DeltaProcessor,2,101,2116,41.3943
org::eclipse::jdt::internal::core::DiscardWorkingCopyOperation,0,6,41,5.25685
org::eclipse::jdt::internal::core::DocumentAdapter,0,1,12,1.70656
org::eclipse::jdt::internal::core::dom::NaiveASTFlattener,0,1,48,0
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer,2,28,907,27.8882
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener,0,8,92,10.8995
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter,0,8,258,17.7564
org::eclipse::jdt::internal::core::dom::rewrite::ImportRewriteAnalyzer,1,7,606,7.07936
org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets,0,3,51,2.61009
org::eclipse::jdt::internal::core::dom::rewrite::LineInformation,0,0,10,2.36846
org::eclipse::jdt::internal::core::dom::rewrite::ListRewriteEvent,0,2,121,6.63337
org::eclipse::jdt::internal::core::dom::rewrite::NodeInfoStore,0,3,74,9.32465
org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent,0,1,59,4.07501
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEvent,0,0,0,4.07501
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore,0,6,474,10.7103
org::eclipse::jdt::internal::core::dom::rewrite::SourceModifier,0,1,18,9.12702
org::eclipse::jdt::internal::core::dom::rewrite::TokenScanner,0,2,78,9.17374
org::eclipse::jdt::internal::core::dom::rewrite::TrackedNodePosition,0,2,24,5.60179
org::eclipse::jdt::internal::core::ElementCache,0,4,36,8.14238
org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper,0,2,195,10.302
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper,0,0,17,4.07501
org::eclipse::jdt::internal::core::eval::RequestorWrapper,0,4,36,8.6406
org::eclipse::jdt::internal::core::ExternalFolderChange,0,2,27,1.67023
org::eclipse::jdt::internal::core::ExternalFoldersManager,3,4,192,2.31501
org::eclipse::jdt::internal::core::ExternalJavaProject,0,4,29,4.4156
org::eclipse::jdt::internal::core::ExternalPackageFragmentRoot,0,5,56,2.27131
org::eclipse::jdt::internal::core::hierarchy::ChangeCollector,0,2,254,8.42439
org::eclipse::jdt::internal::core::hierarchy::HierarchyBinaryType,0,6,154,12.7841
org::eclipse::jdt::internal::core::hierarchy::HierarchyBuilder,0,12,242,14.4323
org::eclipse::jdt::internal::core::hierarchy::HierarchyResolver,0,36,629,27.7744
org::eclipse::jdt::internal::core::hierarchy::HierarchyType,0,0,17,6.26221
org::eclipse::jdt::internal::core::hierarchy::IndexBasedHierarchyBuilder,0,33,423,23.3337
org::eclipse::jdt::internal::core::hierarchy::RegionBasedHierarchyBuilder,0,7,156,8.94796
org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy,0,9,103,9.05113
org::eclipse::jdt::internal::core::hierarchy::TypeHierarchy,1,27,1119,18.5538
org::eclipse::jdt::internal::core::ImportContainer,0,8,63,9.21502
org::eclipse::jdt::internal::core::ImportDeclaration,0,7,57,9.78944
org::eclipse::jdt::internal::core::ImportDeclarationElementInfo,0,3,0,5.33714
org::eclipse::jdt::internal::core::index::DiskIndex,0,40,1117,30.0415
org::eclipse::jdt::internal::core::index::EntryResult,0,2,56,9.22461
org::eclipse::jdt::internal::core::index::Index,1,18,134,16.1076
org::eclipse::jdt::internal::core::index::MemoryIndex,0,2,99,9.51627
org::eclipse::jdt::internal::core::Initializer,0,7,67,8.73596
org::eclipse::jdt::internal::core::InitializerElementInfo,0,0,0,4.07501
org::eclipse::jdt::internal::core::InternalNamingConventions,2,9,377,11.7427
org::eclipse::jdt::internal::core::JarEntryDirectory,0,1,32,1.28741
org::eclipse::jdt::internal::core::JarEntryFile,0,1,38,7.01353
org::eclipse::jdt::internal::core::JarEntryResource,0,2,57,1.08792
org::eclipse::jdt::internal::core::JarPackageFragment,0,6,127,11.6504
org::eclipse::jdt::internal::core::JarPackageFragmentInfo,0,1,3,4.07501
org::eclipse::jdt::internal::core::JarPackageFragmentRoot,0,19,185,16.2509
org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo,0,2,4,6.5762
